title,author,avg_rating,genre,price,currency,cover_url,link,published_year_goodreads_x,ratings_count,published_year_goodreads_y,cluster_k3,cluster_k4,published_year_goodreads
Redeeming Love,Francine  Rivers,4.11,Fiction,11.85,EUR,http://books.google.com/books/content?id=I7eMlFZ-drcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11422.Redeeming_Love,,,,1,1,
"Redwall (Redwall, #1)",Brian Jacques,4.11,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=wwFULZMqUg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7996.Redwall,1986.0,73918.0,1986.0,1,1,1986.0
"Reflected in You (Crossfire, #2)",Sylvia Day,4.33,Fiction,8.99,NAN,http://books.google.com/books/content?id=sZCNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/13596809-reflected-in-you,2012.0,252564.0,2012.0,1,3,2012.0
Requiem for a Dream,Hubert Selby Jr.,4.11,Fiction,18.18,EUR,http://books.google.com/books/content?id=E2U-UTULr6cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream,,,,1,1,
Revolutionary Road,Richard Yates,3.89,Fiction,8.99,EUR,http://books.google.com/books/content?id=aun3KJlxUHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/48328.Revolutionary_Road,1961.0,56550.0,1961.0,0,0,1961.0
Robinson Crusoe,Daniel Defoe,3.68,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,,,,0,0,
"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor,3.79,Juvenile Fiction,8.44,EUR,http://books.google.com/books/content?id=RBrPIGBMWcIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry,1976.0,92980.0,1976.0,0,0,1976.0
Romeo and Juliet,William Shakespeare,3.74,Education,4.49,EUR,http://books.google.com/books/content?id=MtjrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,,,,0,0,
Room,Emma Donoghue,4.08,Drama,12.56,EUR,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31685789-room,2010.0,511360.0,2010.0,1,1,2010.0
Roots: The Saga of an American Family,Alex Haley,4.45,History,11.99,EUR,http://books.google.com/books/content?id=aHZKDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/546018.Roots,1976.0,118951.0,1976.0,1,3,1976.0
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.11,Drama,8.99,NAN,http://books.google.com/books/content?id=RC6JJmB_JEcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,,,,1,1,
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.11,Juvenile Fiction,17.99,EUR,http://books.google.com/books/content?id=oIVLEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6325285-rubinrot,,,,1,1,
Running with Scissors,Augusten Burroughs,3.7,Biography & Autobiography,8.49,EUR,http://books.google.com/books/content?id=xL_W4jiFolMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/242006.Running_with_Scissors,2002.0,293878.0,2002.0,0,0,2002.0
"Sabriel (Abhorsen, #1)",Garth Nix,4.11,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=HhYSBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/518848.Sabriel,,,,1,1,
Safe Haven,Nicholas Sparks,4.19,Fiction,3.49,EUR,http://books.google.com/books/content?id=xlC-rs_aJ9UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40603730-safe-haven,2010.0,255531.0,2010.0,1,1,2010.0
Saint Richard Parker,Merlin Franco,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=rt8a0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/198132147-saint-richard-parker,,,,1,1,
Salvager,Scott Moon,4.11,Fiction,8.99,NAN,,https://www.goodreads.com/book/show/218224452-salvager,,,,1,1,
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.41,History,10.99,EUR,http://books.google.com/books/content?id=1EiJAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23692271-sapiens,2011.0,52846.0,2011.0,1,3,2011.0
Sarah's Key,Tatiana de Rosnay,4.14,Fiction,4.49,EUR,http://books.google.com/books/content?id=iY5HffoBZcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/556602.Sarah_s_Key,2007.0,312444.0,2007.0,1,1,2007.0
Savages (Savages #2),Don Winslow,4.11,Great Britain,8.99,NAN,http://books.google.com/books/content?id=tFEtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8008928-savages,,,,1,1,
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.3,Juvenile Fiction,8.99,EUR,http://books.google.com/books/content?id=yYn4vxHd3nEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206760-scarlet,2013.0,193766.0,2013.0,1,3,2013.0
Schindler’s List,Thomas Keneally,4.34,Fiction,8.99,NAN,http://books.google.com/books/content?id=Yfj1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/375013.Schindler_s_List,,,,1,3,
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.11,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=_6TAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28954189-scythe,,,,1,1,
Seabiscuit: An American Legend,Laura Hillenbrand,4.2,Biography & Autobiography,12.84,EUR,http://books.google.com/books/content?id=oEFpcR9p4GYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/110737.Seabiscuit,1999.0,111497.0,1999.0,1,1,1999.0
Sense and Sensibility,Jane Austen,4.11,Unknown,8.99,NAN,http://books.google.com/books/content?id=bcUNAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,,,,1,1,
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,Young Adult Fiction,9.09,EUR,http://books.google.com/books/content?id=KqyijSJv8lwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2802316-shadow-kiss,2008.0,266742.0,2008.0,1,3,2008.0
"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,4.05,Young Adult Fiction,8.5,EUR,http://books.google.com/books/content?id=Mam8PZhfDCkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10194157-shadow-and-bone,2012.0,135225.0,2012.0,1,1,2012.0
"Shadowfever (Fever, #5)",Karen Marie Moning,4.46,Fiction,3.99,EUR,http://books.google.com/books/content?id=zDwbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7304203-shadowfever,2011.0,73030.0,2011.0,1,3,2011.0
Shakespeare's Sonnets,William Shakespeare,4.11,Literary Criticism,61.43,EUR,http://books.google.com/books/content?id=a8buSTBjFyUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,,,,2,2,
Shantaram,Gregory David Roberts,4.26,Fiction,6.99,EUR,http://books.google.com/books/content?id=5JaxSJlpGmAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/33600.Shantaram,2003.0,95213.0,2003.0,1,3,2003.0
Sharp Objects,Gillian Flynn,3.92,Fiction,7.9,EUR,http://books.google.com/books/content?id=nikRUi7nUj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18045891-sharp-objects,2006.0,207889.0,2006.0,0,0,2006.0
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,Young Adult Fiction,0.99,EUR,http://books.google.com/books/content?id=vtXPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10429045-shatter-me,2011.0,176433.0,2011.0,0,0,2011.0
"Sheever's Journal, Diary of a Poison Master",K.  Ritz,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=VdiZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52022378-sheever-s-journal-diary-of-a-poison-master,,,,1,1,
She’s Come Undone,Wally Lamb,3.92,Fiction,13.84,EUR,http://books.google.com/books/content?id=o447RLwrcgIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,,,,0,0,
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=Jh47BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6068551-shiver,2009.0,356625.0,2009.0,0,0,2009.0
Shutter Island,Dennis Lehane,4.13,Unknown,8.99,NAN,http://books.google.com/books/content?id=v9G2bwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/21686.Shutter_Island,2003.0,113718.0,2003.0,1,1,2003.0
"Shōgun (Asian Saga, #1)",James Clavell,4.41,Fiction,8.99,NAN,http://books.google.com/books/content?id=2wNuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52382796-sh-gun,1975.0,104339.0,1975.0,1,3,1975.0
Siddhartha,Hermann Hesse,4.08,Buddha (The Concept),8.99,NAN,http://books.google.com/books/content?id=L_aUZActwqsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/52036.Siddhartha,,,,1,1,
Silas Marner,George Eliot,3.6,Unknown,8.99,NAN,http://books.google.com/books/content?id=KTlMAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/54539.Silas_Marner,1861.0,48196.0,1861.0,0,0,1861.0
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.16,Juvenile Fiction,6.44,EUR,http://books.google.com/books/content?id=pQzGbmCK9q8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10637766-silence,2011.0,190722.0,2011.0,1,1,2011.0
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.11,Young Adult Fiction,8.99,NAN,http://books.google.com/books/content?id=9NaEwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,,,,1,1,
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,Young Adult Fiction,9.27,EUR,http://books.google.com/books/content?id=yhIRBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23437156-six-of-crows,2015.0,90202.0,2015.0,1,3,2015.0
"Slammed (Slammed, #1)",Colleen Hoover,4.29,Fiction,8.99,NAN,http://books.google.com/books/content?id=Bm9Mn-dKin0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30333938-slammed,2012.0,153882.0,2012.0,1,3,2012.0
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.1,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,1969.0,846488.0,1969.0,1,1,1969.0
"Small Gods (Discworld, #13)",Terry Pratchett,4.27,Fiction,8.99,NAN,http://books.google.com/books/content?id=hfusM7bS8PAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34484.Small_Gods,1992.0,72588.0,1992.0,1,3,1992.0
Smilla's Sense of Snow,Peter Høeg,4.11,Fiction,11.59,EUR,http://books.google.com/books/content?id=ukOTpw0AZCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow,,,,1,1,
Snow Crash,Neal Stephenson,4.02,Computer Programmers,8.99,NAN,http://books.google.com/books/content?id=SXyqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40651883-snow-crash,1992.0,175883.0,1992.0,0,1,1992.0
Snow Falling on Cedars,David Guterson,3.8,Foreign Language Study,8.99,NAN,http://books.google.com/books/content?id=ogoXJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,1994.0,131945.0,1994.0,0,0,1994.0
Snow Flower and the Secret Fan,Lisa See,4.05,Fiction,10.87,EUR,http://books.google.com/books/content?id=SjNjTyG47vEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,2005.0,280475.0,2005.0,1,1,2005.0
Something Wicked This Way Comes,Ray Bradbury,4.11,Fiction,4.49,EUR,http://books.google.com/books/content?id=1XUzAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,,,,1,1,
Sometimes a Great Notion,Ken Kesey,4.24,Oregon,8.99,NAN,http://books.google.com/books/content?id=g4C5CeVVwn8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion,1964.0,15502.0,1964.0,1,3,1964.0
Song of Solomon,Toni Morrison,4.01,Fiction,8.99,NAN,http://books.google.com/books/content?id=RxkWfF2s7EUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11334.Song_of_Solomon,1977.0,59756.0,1977.0,0,1,1977.0
Songs of Innocence and of Experience,William Blake,4.11,Art,6.46,EUR,http://books.google.com/books/content?id=1u9ZBfqfTz4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience,1789.0,26608.0,1789.0,1,1,1789.0
Sophie’s Choice,William Styron,4.17,Fiction,23.53,EUR,http://books.google.com/books/content?id=-YhTDbmcf4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,,,,1,1,
Sophie’s World,Jostein Gaarder,3.97,Fiction,4.99,EUR,http://books.google.com/books/content?id=J8nE3B5lD9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10959.Sophie_s_World,,,,0,1,
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,4.11,Cult Members,8.99,NAN,http://books.google.com/books/content?id=H4GpwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22107214-souls-unfractured,,,,1,1,
Speak,Laurie Halse Anderson,4.05,Juvenile Fiction,4.99,EUR,http://books.google.com/books/content?id=3GqlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39280444-speak,1999.0,360156.0,1999.0,1,1,1999.0
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.04,Fiction,8.99,NAN,http://books.google.com/books/content?id=5q6IPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,1986.0,164287.0,1986.0,1,1,1986.0
"Specials (Uglies, #3)",Scott Westerfeld,3.77,Young Adult Fiction,8.99,NAN,http://books.google.com/books/content?id=5nIoLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/24765.Specials,2006.0,139168.0,2006.0,0,0,2006.0
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.32,Young Adult Fiction,8.99,EUR,http://books.google.com/books/content?id=8FswGzEr26QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6479259-spirit-bound,2010.0,224247.0,2010.0,1,3,2010.0
Stardust,Neil Gaiman,4.1,Adventure Stories,8.99,NAN,http://books.google.com/books/content?id=UHJUJAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/16793.Stardust,1999.0,237602.0,1999.0,1,1,1999.0
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,Unknown,8.99,NAN,http://books.google.com/books/content?id=S4isoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22232.Stargirl,2000.0,237560.0,2000.0,0,0,2000.0
Starship Troopers,Robert A. Heinlein,3.99,Fiction,9.99,EUR,http://books.google.com/books/content?id=PSl4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17214.Starship_Troopers,1959.0,136886.0,1959.0,0,1,1959.0
Steppenwolf,Hermann Hesse,4.13,Foreign Language Study,6.99,EUR,http://books.google.com/books/content?id=IrB3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16631.Steppenwolf,,,,1,1,
Still Alice,Lisa Genova,4.3,Fiction,8.99,NAN,http://books.google.com/books/content?id=dKvQ4f-Bq48C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2153405.Still_Alice,2007.0,223432.0,2007.0,1,3,2007.0
Still Life with Woodpecker,Tom Robbins,4.04,Fiction,7.9,EUR,http://books.google.com/books/content?id=O-Z1-eAQzPIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,1980.0,56802.0,1980.0,1,1,1980.0
Stoner,John  Williams,4.11,Adultery,8.99,NAN,http://books.google.com/books/content?id=U_REAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/166997.Stoner,,,,1,1,
"Storm Front (The Dresden Files, #1)",Jim  Butcher,4.11,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/47212.Storm_Front,,,,1,1,
Stranger in a Strange Land,Robert A. Heinlein,3.92,Fiction,3.49,EUR,http://books.google.com/books/content?id=gnwETwF8Zb4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,1961.0,220301.0,1961.0,0,0,1961.0
Survivor,Chuck Palahniuk,3.93,Fiction,8.99,EUR,http://books.google.com/books/content?id=iUeui6zffaAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36236123-survivor,1999.0,49551.0,1999.0,0,0,1999.0
Suzanne's Diary for Nicholas,James  Patterson,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=Th-cPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas,,,,1,1,
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.11,Fiction,9.88,EUR,http://books.google.com/books/content?id=TCPOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12749.Swann_s_Way,,,,1,1,
"Tai-Pan (Asian Saga, #2)",James Clavell,4.25,Fiction,8.99,NAN,http://books.google.com/books/content?id=OpdWswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/42933.Tai_Pan,1966.0,34158.0,1966.0,1,3,1966.0
Taming Flame,Therisa Peimer,4.11,Fiction,5.34,EUR,http://books.google.com/books/content?id=B3N7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61608233-taming-flame,,,,1,1,
Tao Te Ching,Lao Tzu,4.29,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,,,,1,3,
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,4.09,Fiction,8.99,NAN,http://books.google.com/books/content?id=9Qy4BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18134894-tears-of-tess,2013.0,22331.0,2013.0,1,1,2013.0
"Tempted (House of Night, #6)",P.C. Cast,4.11,Juvenile Fiction,4.49,EUR,http://books.google.com/books/content?id=KSMHyDXZJeoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6262365-tempted,,,,1,1,
Tender Is the Night,F. Scott Fitzgerald,3.83,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,1933.0,79008.0,1933.0,0,0,1933.0
Tess of the D’Urbervilles,Thomas Hardy,3.84,Fiction,3.49,EUR,http://books.google.com/books/content?id=QrwzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,,,,0,0,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.11,Family & Relationships,8.99,NAN,http://books.google.com/books/content?id=K1fRBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23878688-the-5-love-languages,,,,1,1,
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.1,Young Adult Fiction,8.88,EUR,http://books.google.com/books/content?id=kQ5zDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16101128-the-5th-wave,2013.0,260048.0,2013.0,1,1,2013.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.05,Business & Economics,8.99,NAN,http://books.google.com/books/content?id=sm4TAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,1989.0,314700.0,1989.0,1,1,1989.0
The Addiction Manifesto,Jerry Weaver,4.74,Self-Help,8.99,NAN,http://books.google.com/books/content?id=iq9XDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto,,,,1,3,
The Adventures of Huckleberry Finn,Mark Twain,3.83,Fiction,2.49,EUR,http://books.google.com/books/content?id=6u8sEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,,,,0,0,
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,"Detective And Mystery Stories, English",8.99,NAN,http://books.google.com/books/content?id=L-I99mByKUsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,,,,1,3,
The Adventures of Tom Sawyer,Mark Twain,3.92,Fiction,8.99,NAN,http://books.google.com/books/content?id=t5yFTpIJYhcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,,,,0,0,
The Aeneid,Virgil,4.11,Poetry,9.49,EUR,http://books.google.com/books/content?id=EeeeiUmD4hgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12914.The_Aeneid,,,,1,1,
The Age of Innocence,Edith Wharton,4.11,Juvenile Fiction,2.55,EUR,http://books.google.com/books/content?id=8iXZCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,,,,1,1,
The Agony and the Ecstasy,Irving Stone,4.11,Unknown,8.99,NAN,http://books.google.com/books/content?id=j8DlGG-jhskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,,,,1,1,
The Alchemist,Paulo Coelho,3.92,Business & Economics,10.21,EUR,http://books.google.com/books/content?id=FEL8DlqjYEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/865.The_Alchemist,,,,0,0,
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.05,Fiction,9.88,EUR,http://books.google.com/books/content?id=clOrZLvg56kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40024.The_Alienist,1994.0,96981.0,1994.0,1,1,1994.0
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.19,Fiction,14.16,EUR,http://books.google.com/books/content?id=3T61gEg6WhwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,2000.0,147717.0,2000.0,1,1,2000.0
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.06,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=7EglAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,2000.0,192315.0,2000.0,1,1,2000.0
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,3.99,Young Adult Fiction,8.99,EUR,http://books.google.com/books/content?id=ZWnqFRhUHX4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,2003.0,86062.0,2003.0,0,1,2003.0
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,4.11,Juvenile Fiction,2.99,EUR,http://books.google.com/books/content?id=2p2YVoonkxUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,,,,1,1,
The Arabian Nights,Anonymous,4.11,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/93101.The_Arabian_Nights,,,,1,1,
"The Art of Avoiding Your Alpha (Wildwood, #2)",Lola Glass,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=mMtG0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/208567667-the-art-of-avoiding-your-alpha,,,,1,1,
"The Art of Avoiding Your Werewolf (Wildwood, #1)",Lola Glass,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=UaSs0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/205879799-the-art-of-avoiding-your-werewolf,,,,1,1,
